"diplomacy_strings_string_offer_or_demand_regular_payment"	"(Placeholder) Regular payments %d amount %d turns"	"True"
"diplomacy_strings_string_offer_or_demand_state_gift_regular_payment"	"(Placeholder) State Gift %d amount for %d turns"	"True"
"diplomacy_strings_string_current_treaty_trade_embargoed"	"[Placeholder - Used by code only]"	"True"
"diplomacy_strings_string_current_treaty_has_hard_military_access_turns"	"[Placeholder - Used by code only]"	"True"
"diplomacy_strings_string_current_treaty_has_hard_military_access_indefinite"	"[Placeholder - Used by code only]"	"True"
"diplomacy_strings_string_current_treaty_giving_hard_military_access_turns"	"[Placeholder - Used by code only]"	"True"
"diplomacy_strings_string_current_treaty_giving_hard_military_access_indefinite"	"[Placeholder - Used by code only]"	"True"
"diplomacy_strings_string_current_treaty_embargoing_trade"	"[Placeholder - Used by code only]"	"True"
"diplomacy_strings_string_barb_christian_generic_reject_08"	"God will not allow this. For all its merits, it is not enough to calm his wrath.  Ο Θεός δεν θα το επιτρέψει. Υπάρχουν καλά, αλλά δεν αρκούν να τους κατευνάσουν."	"True"
"diplomacy_strings_string_rome_beg_military_access_03"	"H γη και τα έθιμά σου θα είναι σεβαστά από τις Λεγεώνες μας, εάν τους επιτρέψεις απλά να περάσουν."	"True"
"diplomacy_strings_string_barb_hun_accept_demanding_05"	"I dislike much of our speech, but I agree to what I must. Πολλά είναι που δεν μου αρέσουν στα λόγια μας, αλλά συμφωνώ με εκείνο που πρέπει."	"True"
"diplomacy_strings_string_barb_hun_approach_begging_01"	"In the names of our people and our gods: greetings! Στο όνομα των λαών και των Θεών μας: χαιρετώ!"	"True"
"diplomacy_strings_string_barb_hun_reject_hand_over_region_02"	"No, no, no. We have a duty to our ancestors. Όχι, όχι, όχι. Έχουμε ευθύνη απέναντι στους προγόνους μας."	"True"
"diplomacy_strings_string_rome_christian_reject_attack_faction_02"	"O Αυτοκράτορας δεν βλέπει το λόγο να δαπανήσει ξίφη και κέρματα από το θησαυροφυλάκιο του κράτους για  ανούσιες περιπέτειες."	"True"
"diplomacy_strings_string_rome_war_declaration_10"	"O Λαός θα στραφεί στις Λεγεώνες, οι οποίες θα στρέψουν τα ξίφη τους στο λαό σου."	"True"
"diplomacy_strings_string_offer_or_demand_marriage"	"text_rejected"	"True"
"diplomacy_strings_string_offer_or_demand_hostage"	"text_rejected"	"True"
"diplomacy_strings_string_eastern_acknowledge_reject_05"	"Α! Mια ανόητη και ακόμα πιο βλακώδης επιλογή αλλά σεβόμαστε... την ανεξαρτησία... της σκέψης σου."	"True"
"diplomacy_strings_string_eastern_generic_reject_angry_02"	"Α! Με νομίζεις ανόητο που τυφλώθηκε από την αγάπη του για χρυσό και άμυαλο. Η απάντηση είναι "Όχι!""	"True"
"diplomacy_strings_string_barbarian_war_declaration_01"	"Α! Πόλεμος! Ωραία! Το δάγκωμα του ξίφους, το χτύπημα τις ασπίδος και οι κραυγές σου πρωί-πρωί!"	"True"
