
"faction_groups_description_localised_att_fact_group_barbarian"	"Οι γερμανικές φυλές ήταν οι πρώτοι πολλοί άνθρωποι πέρα ​​από τα σύνορα για να εγκατασταθούν μέσα στη Ρωμαϊκή επικράτεια. Αν και πολλές έχουν γίνει ομοσπονδίες της Ρωμαϊκής Αυτοκρατορίας σε αντάλλαγμα για τη γη τους, παραμένουν άγριοι πολεμιστές που εκτιμούν την ανεξαρτησία τους ιδιαίτερα. Καθώς ο Ρωμαϊκός έλεγχος στα βορειοδυτικά της αυτοκρατορίας αρχίζει να παραπαίει, αυτές οι μεγάλες φυλετικές συνομοσπονδίες είναι έτοιμες και πρόθυμες να εκμεταλλευτούν κάθε ευκαιρία επέκτασης που τους παρουσιάζεται."	"True"
"faction_groups_description_localised_att_fact_group_barbarian_m"	"Though many factors influence the great migrations currently occurring across Europe, chief amongst them is the Hunnic incursions from the steppes. Whether seeking the riches of established empires or fleeing the nomadic invaders, hundreds of thousands of people have been uprooted and now seek new lands and new lives away from the Roman Empire's borderlands. Weaker tribes will be trampled into extinction, but the strong will thrive in foreign lands, laying the foundations of kingdoms and cultures that will last millennia."	"True"
"faction_groups_description_localised_att_fact_group_celts"	"Φωτογραφία αν εμφανιστεί!!!"	"True"
"faction_groups_description_localised_att_fact_group_eastern"	"Built from the ashes of the Parthian Empire by its conqueror, Ardashir I, the Sassanid Empire has revived Iranian culture in Persia after an extended period of Hellenisation. However, as its expansion pushes against the eastern fringes of Roman territory, either subjugation by or war with Rome seems inevitable. Sassanid armies, however, excel in siege conditions - either when besieging enemy cities or when defending their own, and with heavy cataphract cavalry as their backbone, the Sassanids are a formidable battlefield opponent."	"True"
"faction_groups_description_localised_att_fact_group_nomadic"	"Νομάδες της κεντρικής Ασίας άρχισαν να εισβάλλουν μαζικά στη νοτιοανατολική Ευρώπη. Αν και χωρίς οικισμούς ή βασιλείς να τους οδηγούν, είναι άριστοι στην ιππική και στην επιβίωση στη φύση, αφού μαθαίνουν αυτές τις ικανότητες από νεαρή ηλικία. Καθώς η φήμη τους ως ακριβέστατοι ιπποτοξότες και της τρομερής ταχύτητας των στρατηγικών ελιγμών τους εξαπλώνεται, το ίδιο εξαπλώνεται και ο φόβος από τον ερχομό τους. Για πολλούς οικιστές, τούτοι οι έφιπποι νομάδες φέρνουν μόνο θάνατο."	"True"
"faction_groups_description_localised_att_fact_group_norse"	"Φωνάζοντας από το μακρύ βορρά, οι Σκανδιναβικές φυλές είναι τολμηροί άνθρωποι που απολαμβάνουν μάχες, λεηλασίες και καταστροφές. Οι πατρίδες τους είναι γόνιμες, αλλά δυστυχώς σκληρές· σαράντα ημέρες κατά τη διάρκεια του χειμώνα δεν μετακινείται ο ήλιος, και για σαράντα ημέρες του καλοκαιριού περιβάλλει τον ορίζοντα. Οι Σκανδιναβικοί άνδρες λέγεται ότι είναι μεταξύ των ψηλότερων στον κόσμο, τόσο στο σώμα όσο και στο πνεύμα, και για να πολεμήσουν με τη σκληρότητα και την αγριότητα των αγρίων θηραμάτων."	"True"
"faction_groups_description_localised_att_fact_group_roman"	"At its greatest extent, the Roman Empire stretched from Mesopotamia to the coasts of the Atlantic. However, now it is divided, and the East and West Roman Empires are mere shadows of their former - united - glory, as internal disputes, usurpers and would-be invaders on all sides threaten to tear them apart completely. Roman ambition however, should never be underestimated. The very same ambition that shaped the Eternal City’s birth and rise to domination is now the only thing standing between it and annihilation."	"True"
"faction_groups_description_localised_att_fact_group_sand"	"A far cry from the civilised society of Constantinople, and just on the periphery of the Persian kings, are the proud and resolute desert kingdoms of Arabia and Africa. Tucked into the very corners of the known world, Aksum and Himyar feud constantly yet become staggeringly wealthy from the Silk Road trade that passes through their lands. Further north, on the edge of the Sassanid Empire, the Lakhmids live a defiantly Arabian existence at al-Hira, just a stone’s throw from Ctesiphon. The Tanukhids - a nomadic people - roam the Levant and, like their Lakhmid cousins, are fiercely independent and proud of their way of life. The two world superpowers - Rome and Persia - watch with interest, and treat when necessary, but the desert kingdoms answer to no one. Shifting and beguiling like the very sands of the desert, they will do what they must to secure the future of their people."	"True"
"faction_groups_description_localised_att_fact_group_slavs"	"PLACEHOLDER"
"faction_groups_name_localised_att_fact_group_barbarian"	"Βαρβαρικά Βασίλεια"	"True"
"faction_groups_name_localised_att_fact_group_barbarian_m"	"Μεταναστευτικά Έθνη"	"True"
"faction_groups_name_localised_att_fact_group_celts"	"Κέλτες"	"True"
"faction_groups_name_localised_att_fact_group_eastern"	"Ανατολικές Αυτοκρατορίες"	"True"
"faction_groups_name_localised_att_fact_group_nomadic"	"Νομαδικές Φυλές"	"True"
"faction_groups_name_localised_att_fact_group_norse"	"Βόρειοι"	"True"
"faction_groups_name_localised_att_fact_group_roman"	"Ρωμαϊκή Αυτοκρατορία"	"True"
"faction_groups_name_localised_att_fact_group_sand"	"Βασίλεια της Ερήμου"	"True"
"faction_groups_name_localised_att_fact_group_slavs"	"Σλάβοι"	"True"
