"resources_description_res_att_dye"	"From Tyrian purple to kermes, dyes reflect your splendour."	"True"
"resources_description_res_att_gems"	"Precious stones, bursting with brilliance and lustre."	"True"
"resources_description_res_att_gold"	"They say that love makes the world go around, and they are correct: love of gold."	"True"
"resources_description_res_att_salt"	"Valuable beyond measure, salt drives the world."	"True"
"resources_description_res_att_see"	"Placeholder"	"True"
"resources_description_res_att_spices"	"The spice must flow."	"True"
"resources_description_res_rom_glass"	"Η τέχνη των υαλουργών είναι μαγεία, διαυγή για όλους."	"True"
"resources_description_res_rom_iron"	"Το σίδερο είναι τόσο ισχυρό όσο το χέρι που το σφυρηλατεί πριν τη μάχη."	"True"
"resources_description_res_rom_lead"	"Απαλό, συνηθισμένο μέταλλο αλλά πέρα για πέρα χρήσιμο."	"True"
"resources_description_res_rom_leather"	"Ακόμα και οι ερημιές μπορούν να προσφέρουν πολυτέλεια και άνεση."	"True"
"resources_description_res_rom_marble"	"Αυτοκρατορίες που χτίστηκαν πάνω στην αθάνατη πέτρα, μια πρόκληση στο πέρασμα το χρόνου."	"True"
"resources_description_res_rom_oil"	"Οι καλές ελιές είναι το δώρο των θεών."	"True"
"resources_description_res_rom_textiles"	"Ύφασμα, σαν το φιλί μιας θεάς επάνω στο δέρμα σου..."	"True"
"resources_description_res_rom_timber"	"Το καλό ξύλο κάνει και ένα γερό πλοίο"	"True"
"resources_description_res_rom_wine"	"Εν οίνω αλήθεια."	"True"
"resources_long_description_res_att_dye"	"Tyrian Purple, also known as Imperial purple, was used to dye royal and ceremonial robes by the ancients as early as 1600BC. It was produced from various molluscs, notably the Murex, and was not only an extraordinary colour but was valued as it did not fade. Incredibly laborious to produce, Tyrian purple took some 12,000 shellfish to extract 1.5 grams of dye. The Phoenicians, whose name even derives from the Greek for purple, traded the dye all across the Mediterranean from cities such as Carthage. Later, of course, its production and dissemination was controlled by the Roman Empire."	"True"
"resources_long_description_res_att_gems"	"Jewellers provided the ancient world with one of the most potent methods of displaying wealth and status. The art of smithing precious metals was re-introduced to the western Mediterranean from the east, which also acted as the source for most of the raw ingredients. The inevitable associations with far off places made jewellery all the more prestigious, as ownership signalled extensive trade connections. In time, the Greco-Roman world developed its own unique styles with ever increasing sophistication. The cameo, a method of carving a layered gem with a raised relief of contrasting colour, is arguably the finest example, and was highly sought after at the time."	"True"
"resources_long_description_res_att_gold"	"Gold has attracted and fascinated humans since it was first found as a deposit in mountain rivers. As a malleable metal it can be made into virtually anything decorative from jewellery to armour plating, yet its softness makes it useless for tools or weaponry. It is also relatively simple to extract gold from rock as it is pure and easily distinguishable. Initially Rome and Greece had only small deposits but through their conquests gained access to greater supplies. Slaves would toil over six hundred feet below ground in mines that were exploited until they collapsed. The Greeks prized gold so highly that they attempted to turn base metals into gold, an ‘art’ known as alchemy."	"True"
"resources_long_description_res_att_salt"	"Salt was a valuable commodity that many barbarian tribes traded with the 'civilised' world. Archaeologists are able to identify areas of high salt production by the presence of a refuse deposit known as briquetage. Ancient salt production started with pottery vessels; brine was added to these and allowed to dry out and form salt cakes. These pots were then smashed to release the salt cake, resulting in large quantities of pottery shards or 'briquetage'. A recent discovery at the Poiana Slatinei archaeological site, next to a salt spring in Lunca, Romania, suggest that the Neolithic inhabitants of the area were boiling the salt-laden spring water to extract the salt as far back as 6050BC, making it the oldest known salt works in the world."	"True"
