"projectile_shot_type_enum_button_tooltip_text_torch"	"Δάδα"	"True"
"projectile_shot_type_enum_button_tooltip_text_small_arm_whistling"	"Βολή με Σφύριγμα||Προκαλεί λιγότερη ζημιά, αλλά έχει τρομερό ήχο. Μειώνει το ηθικό, την επίθεση συμπλοκής, και το ρυθμό βολών των στόχων και κάθε μονάδας πάνω από την οποία περνούν.\n\n[[col:red]]Επίθεση συμπλοκής, ρυθμός βολών\nΖημιά[[/col]]"	"True"
"projectile_shot_type_enum_button_tooltip_text_small_arm_poison"	"Δηλητηριώδης Βολή||Μειώνει την επίθεση και την άμυνα συμπλοκής και προκαλεί κόπωση στη στοχευόμενη μονάδα. Προκαλεί μικρότερη ζημιά.[[col:red]]Επίθεση συμπλοκής, άμυνα συμπλοκής\nΖημιά[[/col]]"	"True"
"projectile_shot_type_enum_button_tooltip_text_small_arm_heavy"	"Βαρέα Βλήματα||Προκαλούν μεγαλύτερη ζημιά, αλλά έχουν μειωμένη εμβέλεια και ευστοχία.\n\n[[col:green]]Ζημιά[[/col]]\n\n[[col:red]]Εμβέλεια, ευστοχία[[/col]]"	"True"
"projectile_shot_type_enum_button_tooltip_text_small_arm_flaming"	"Φλεγόμενη Βολή||Επηρεάζει ιδιαίτερα το ηθικό, αλλά μειώνεται η ευστοχία των βολών και η ζημιά που προκαλείται. Μπορεί να προκαλέσει πυρκαγιά στα κτίρια.\n\n[[col:green]]Μειώνει το ηθικό του εχθρού, πλεονέκτημα εν. κτίρια[[/col]]\n\n[[col:red]]Ζημιά, ρυθμός βολής, δεν μπορεί να χρησιμοποιηθεί σε υγρό κλίμα[[/col]]"	"True"
"projectile_shot_type_enum_button_tooltip_text_small_arm_extended"	"Μακρινή Βολή||Έχει μεγαλύτερη εμβέλεια, αλλά προκαλεί μικρότερη ζημιά.\n\n[[col:green]]Εμβέλεια[[/col]]\n\n[[col:red]]Ζημιά[[/col]]"	"True"
"projectile_shot_type_enum_button_tooltip_text_small_arm_default"	"Κανονική Βολή||Αυτός είναι ο κανονικός τύπος βολής για αυτή τη μονάδα."	"True"
"projectile_shot_type_enum_button_tooltip_text_oil"	"Καυτό Λάδι"	"True"
"projectile_shot_type_enum_button_tooltip_text_explosives"	"Εκρηκτικά Δοχεία"	"True"
"projectile_shot_type_enum_button_tooltip_text_artillery_whistling"	"Βλήματα με Σφύριγμα||Προκαλούν λιγότερη ζημιά, αλλά έχουν τρομερό ήχο. Μειώνουν το ηθικό, την επίθεση συμπλοκής και το ρυθμό βολών των στόχων και κάθε μονάδας πάνω από την οποία περνούν.\n\n[[col:red]]Επίθεση συμπλοκής, ρυθμός βολών\nΖημιά[[/col]]"	"True"
"projectile_shot_type_enum_button_tooltip_text_artillery_poison"	"Δηλητηριώδη Βλήματα||Μειώνουν την επίθεση και την άμυνα συμπλοκής και προκαλούν κόπωση. Επίσης μειώνουν την εμβέλεια βολής.\n\n[[col:red]]Επίθεση συμπλοκής, άμυνα συμπλοκής\nΕμβέλεια βολής[[/col]]"	"True"
"projectile_shot_type_enum_button_tooltip_text_artillery_flammable"	"Αναφλέξιμα Βλήματα||Προκαλούν μεγαλύτερη ζημιά, αλλά είναι λιγότερο εύστοχα και είναι πιο αργά. Μπορεί να προκαλέσουν πυρκαγιά στα κτίρια.\n\n[[col:green]]Ζημιά, πλεονέκτημα εν. κτίρια[[/col]]\n\n[[col:red]]Ευστοχία, ρυθμός βολών, δεν μπορεί να χρησιμοποιηθούν σε υγρό κλίμα[[/col]]"	"True"
"projectile_shot_type_enum_button_tooltip_text_artillery_explosive"	"Εκρηκτικά Βλήματα||Προκαλούν μεγαλύτερη ζημιά από τα Κανονικά Βλήματα, αλλά είναι λιγότερο εύστοχα. Πιο αποτελεσματικά κατά του πεζικού.\n\n[[col:green]]Πλεονέκτημα εν. πεζικό[[/col]]\n\n[[col:red]]Ευστοχία[[/col]]"	"True"
"projectile_shot_type_enum_button_tooltip_text_artillery_default"	"Κανονικά Βλήματα||Αυτός είναι ο κανονικός τύπος βλημάτων για αυτή τη μονάδα."	"True"
