"cultures_subcultures_name_sc_rom_roman"	"Ρωμαϊκός"	"True"
"cultures_subcultures_name_sc_rom_pontic"	"Ποντιακός"	"True"
"cultures_subcultures_name_sc_rom_parthian"	"Πάρθικος"	"True"
"cultures_subcultures_name_sc_rom_illyrian"	"Ιλλυρικός"	"True"
"cultures_subcultures_name_sc_rom_greek"	"Ελληνικός"	"True"
"cultures_subcultures_name_sc_rom_germanic"	"Γερμανικός"	"True"
"cultures_subcultures_name_sc_rom_gaul"	"Γαλατικός"	"True"
"cultures_subcultures_name_sc_rom_egyptian"	"Αιγυπτιακός"	"True"
"cultures_subcultures_name_sc_rom_eastern"	"Ανατολίτικος"	"True"
"cultures_subcultures_name_sc_rom_daco_thracian"	"Δακο-Θρακικός"	"True"
"cultures_subcultures_name_sc_rom_celtic"	"Κέλτικος"	"True"
"cultures_subcultures_name_sc_rom_celtiberian"	"Κελτιβηρικός"	"True"
"cultures_subcultures_name_sc_rom_carthaginian"	"Καρχηδονιακός"	"True"
"cultures_subcultures_name_sc_rom_british"	"Βρετανικός"	"True"
"cultures_subcultures_name_sc_rom_barb_east"	"Ανατολίτικος Βαρβαρικός"	"True"
"cultures_subcultures_name_sc_rom_african_arabian"	"Αφρικανικός / Αραβικός"	"True"
"cultures_subcultures_confederation_summary_name_sc_rom_illyrian"	"Ιλλυρική Συνομοσπονδία"	"True"
"cultures_subcultures_confederation_summary_name_sc_rom_germanic"	"Γερμανική Συνομοσπονδία"	"True"
"cultures_subcultures_confederation_summary_name_sc_rom_gaul"	"Γαλατική Συνομοσπονδία"	"True"
"cultures_subcultures_confederation_summary_name_sc_rom_daco_thracian"	"Δακο-Θρακική Συνομοσπονδία"	"True"
"cultures_subcultures_confederation_summary_name_sc_rom_celtic"	"Κέλτικη Συνομοσπονδία"	"True"
"cultures_subcultures_confederation_summary_name_sc_rom_celtiberian"	"Κελτιβηρική Συνομοσπονδία"	"True"
"cultures_subcultures_confederation_summary_name_sc_rom_british"	"Βρετανική Συνομοσπονδία"	"True"
"cultures_subcultures_confederation_summary_name_sc_rom_barb_east"	"Ορδή της Στέππας"	"True"
"cultures_subcultures_confederation_screen_name_sc_rom_illyrian"	"Ιλλυρική Συνομοσπονδία"	"True"
"cultures_subcultures_confederation_screen_name_sc_rom_germanic"	"Γερμανική Συνομοσπονδία"	"True"
"cultures_subcultures_confederation_screen_name_sc_rom_gaul"	"Γαλατική Συνομοσπονδία"	"True"
"cultures_subcultures_confederation_screen_name_sc_rom_daco_thracian"	"Δακο-Θρακική Συνομοσπονδία"	"True"
"cultures_subcultures_confederation_screen_name_sc_rom_celtic"	"Κέλτικη Συνομοσπονδία"	"True"
"cultures_subcultures_confederation_screen_name_sc_rom_celtiberian"	"Κελτιβηρική Συνομοσπονδία"	"True"
"cultures_subcultures_confederation_screen_name_sc_rom_british"	"Βρετανική Συνομοσπονδία"	"True"
"cultures_subcultures_confederation_screen_name_sc_rom_barb_east"	"Ορδή της Στέππας"	"True"










"cultures_subcultures_confederation_summary_name_sc_rom_italic"	"Ιταλική Συνομοσπονδία"	"True"
"cultures_subcultures_confederation_screen_name_sc_rom_italic"	"Ιταλική Συνομοσπονδία"	"True"
"cultures_subcultures_confederation_screen_name_sc_rom_nuragic"	"Νουγαρική Συνομοσπονδία"	"True"
"cultures_subcultures_name_sc_rom_iapygian"	"Ιαπυγικός"	"True"
"cultures_subcultures_name_sc_rom_etruscan"	"Ετρουσκικός"	"True"
"cultures_subcultures_name_sc_rom_nuragic"	"Νουγαρικός"	"True"
"cultures_subcultures_confederation_screen_name_sc_rom_numidian"	"Νουμιδία"	"True"
"cultures_subcultures_confederation_summary_name_sc_rom_nuragic"	"Νουγαρική Συνομοσπονδία"	"True"
"cultures_subcultures_confederation_summary_name_sc_rom_etruscan"	"Ετρουσκική League"	"True"
"cultures_subcultures_confederation_summary_name_sc_rom_numidian"	"Νουμιδία"	"True"
"cultures_subcultures_confederation_screen_name_sc_rom_etruscan"	"Ετρουσκική League"	"True"
"cultures_subcultures_name_sc_rom_numidian"	"Νουμιδικός"	"True"
"cultures_subcultures_name_sc_rom_italic"	"Ιταλικός"	"True"
